source_dataset,title,category,brand,price,currency,description
datafiniti_electronic_products,VisionTek Black Label 8GB DDR3 SDRAM Memory Module,Electronics,VisionTek,56.99,USD,"Electronics,Computers,Computer Components,Memory Upgrades,Computers & Accessories,Memory,Computers & Tablets,Computer Cards & Components,Memory (RAM),Desktop Memory,System Memory (RAM)"
datafiniti_electronic_products,VisionTek Black Label 8GB DDR3 SDRAM Memory Module,Electronics,VisionTek,59.99,USD,"Electronics,Computers,Computer Components,Memory Upgrades,Computers & Accessories,Memory,Computers & Tablets,Computer Cards & Components,Memory (RAM),Desktop Memory,System Memory (RAM)"
datafiniti_electronic_products,VisionTek Black Label 8GB DDR3 SDRAM Memory Module,Electronics,VisionTek,58.99,USD,"Electronics,Computers,Computer Components,Memory Upgrades,Computers & Accessories,Memory,Computers & Tablets,Computer Cards & Components,Memory (RAM),Desktop Memory,System Memory (RAM)"
datafiniti_electronic_products,VisionTek Black Label 8GB DDR3 SDRAM Memory Module,Electronics,VisionTek,53.07,USD,"Electronics,Computers,Computer Components,Memory Upgrades,Computers & Accessories,Memory,Computers & Tablets,Computer Cards & Components,Memory (RAM),Desktop Memory,System Memory (RAM)"
datafiniti_electronic_products,NETGEAR GS116E-200NAS / NETGEAR ProSafe Plus GS116Ev2 - Switch - unmanaged - 16 x 10/100/1000 - desktop,Electronics,NETGEAR,169.99,USD,"Electronics,Computers & Accessories,Networking Products,Switches,Computers,Networking,Access Points, Hubs & Switches,Wired Networking,Network Switches, Bridges Hubs,Computers & Tablets,Wi-Fi & Networking,Ethernet Switches"
datafiniti_electronic_products,NETGEAR GS116E-200NAS / NETGEAR ProSafe Plus GS116Ev2 - Switch - unmanaged - 16 x 10/100/1000 - desktop,Electronics,NETGEAR,169.99,USD,"Electronics,Computers & Accessories,Networking Products,Switches,Computers,Networking,Access Points, Hubs & Switches,Wired Networking,Network Switches, Bridges Hubs,Computers & Tablets,Wi-Fi & Networking,Ethernet Switches"
datafiniti_electronic_products,NETGEAR GS116E-200NAS / NETGEAR ProSafe Plus GS116Ev2 - Switch - unmanaged - 16 x 10/100/1000 - desktop,Electronics,NETGEAR,169.99,USD,"Electronics,Computers & Accessories,Networking Products,Switches,Computers,Networking,Access Points, Hubs & Switches,Wired Networking,Network Switches, Bridges Hubs,Computers & Tablets,Wi-Fi & Networking,Ethernet Switches"
datafiniti_electronic_products,NETGEAR GS116E-200NAS / NETGEAR ProSafe Plus GS116Ev2 - Switch - unmanaged - 16 x 10/100/1000 - desktop,Electronics,NETGEAR,156.99,USD,"Electronics,Computers & Accessories,Networking Products,Switches,Computers,Networking,Access Points, Hubs & Switches,Wired Networking,Network Switches, Bridges Hubs,Computers & Tablets,Wi-Fi & Networking,Ethernet Switches"
datafiniti_electronic_products,NETGEAR GS116E-200NAS / NETGEAR ProSafe Plus GS116Ev2 - Switch - unmanaged - 16 x 10/100/1000 - desktop,Electronics,NETGEAR,155.99,USD,"Electronics,Computers & Accessories,Networking Products,Switches,Computers,Networking,Access Points, Hubs & Switches,Wired Networking,Network Switches, Bridges Hubs,Computers & Tablets,Wi-Fi & Networking,Ethernet Switches"
datafiniti_electronic_products,NETGEAR GS116E-200NAS / NETGEAR ProSafe Plus GS116Ev2 - Switch - unmanaged - 16 x 10/100/1000 - desktop,Electronics,NETGEAR,159.99,USD,"Electronics,Computers & Accessories,Networking Products,Switches,Computers,Networking,Access Points, Hubs & Switches,Wired Networking,Network Switches, Bridges Hubs,Computers & Tablets,Wi-Fi & Networking,Ethernet Switches"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,99.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,149.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,136.385,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,134.985,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,134.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,119.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,133.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,102.98,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,127.25,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,139.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,105.63,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,140.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,103.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,128.2,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,GoSafe S30 1080p Dash Cam,Electronics,Papago,189.99,USD,"Surveillance,Vehicle Cameras GPS Tracking,Dash Cameras,Dashcams,Dashcams vayzdratvqxvvrrbey,Auto & Tires,Auto Electronics,Car Receivers,In-Dash DVD Receivers,Electronics,Car & Vehicle Electronics,Car Electronics,Car Video,On-Dash Video,Car Electronics & GPS,Car Safety & Convenience,Back-Up & Dash Cameras,Dash Cams"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,59.93,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,39.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,61.72,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,62.29,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,43.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,35.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,58.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,59.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,34.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,59.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,Electronics,Netgear,59.99,USD,"Computers,Networking,Modems zcbcwebyrcwxwrff,Computers & Accessories,Home Networking & Connectivity,Frys,Electronics,DSL Modems,Wi-Fi & Networking,Computers/Tablets & Networking,Modem-Router Combos,Networking & Wireless,Modems & Gateways,Computers & Tablets,Modems,Networking Products"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,299.0,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,399.0,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,478.01,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,364.95,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,331.95,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,349.99,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,299.99,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,375.0,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,399.99,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,304.95,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,399.0,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,"Mevo Live Event Camera Kit with Mevo Boost, Stand Case (Black)",Electronics,Mevo,267.99,USD,"Audio & Video Accessories,Used:Camcorders Cameras,Cameras & Photo,Computers & Accessories,Computer Accessories & Peripherals,Consumer Camcorders,Electronics,Cameras & Camcorders,Used:Video,Computers/Tablets & Networking,Webcams,Laptop & Desktop Accessories,Camcorders,All Camcorders,All Action Camcorders,Used:Consumer Camcorders,Action Camcorders"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,42.23,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,19.99,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,24.99,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,43.43,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,19.99,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,59.98,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,29.99,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sideclick - Universal Remote Attachment for Roku® Streaming Players - Black,Electronics,Sideclick,29.99,USD,"Audio & Video Accessories,Remote Controls,TV & Video,TV Accessories,Streaming Media Player Accessories,Electronics,Streaming Media Players,TV Remote Controls,Accessories & Supplies,Remote Controls & Accessories,TV & Home Theater"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,149.99,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,126.99,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,149.99,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,182.22,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,165.83,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,116.66,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Sharp - 50W Executive Hi-Fi Component System - Black,Electronics,Sharp,149.99,USD,"Portable Bluetooth Speakers,Stereos,TV, Video & Home Audio,Portable Audio & Video,Electronics,Home Audio & Theater,All Home Stereos,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,See more Sharp XLHF102B Hi Fi Component Microsystem Wit...,MP3 & MP4 Player Accessories,Home Audio,Portable Speakers & Docks,Audio,Stereo Shelf Systems"
datafiniti_electronic_products,Wacom Wireless Accessory Kit for Bamboo and Intuos Tablets (ACK40401),Electronics,Wacom,36.09,USD,"See more Wacom Wireless Accessory Kit for Bamboo and In...,Computers,Tablet Cases & Sleeves,Computer Accessories,Computers & Accessories,Computer Accessories & Peripherals,Computer & Tablet Accessories,Other Keyboards & Mice,Electronics,Graphics Tablets,Tablet Accessories,Tablets Handwriting Accessories,Input Devices,Computers/Tablets & Networking,Keyboards, Mice & Pointers,Computer Peripherals,Graphic Tablets,Technology & Services,Mice Pointing devices"
datafiniti_electronic_products,Wacom Wireless Accessory Kit for Bamboo and Intuos Tablets (ACK40401),Electronics,Wacom,45.95,USD,"See more Wacom Wireless Accessory Kit for Bamboo and In...,Computers,Tablet Cases & Sleeves,Computer Accessories,Computers & Accessories,Computer Accessories & Peripherals,Computer & Tablet Accessories,Other Keyboards & Mice,Electronics,Graphics Tablets,Tablet Accessories,Tablets Handwriting Accessories,Input Devices,Computers/Tablets & Networking,Keyboards, Mice & Pointers,Computer Peripherals,Graphic Tablets,Technology & Services,Mice Pointing devices"
datafiniti_electronic_products,Cooler Master - HAF X Ultimate Full-Tower Chassis - Black,Electronics,Cooler Master,187.52,USD,"Computers,Cases & Towers,Desktop Computer Cases auzcweqzzceaebdx,Computers & Accessories,Electronics,Computer Cases,Desktop Computer Cases fcqcczbsvuayatfcdcrewxbwerrfa,Computer Cards & Components,Desktop Computer Cases xwycbdtrcwywtcuyvacazbryeftcxscza,Computer Components,Computers & Tablets,Computer Cases xrawfrudeyyvfavzra,Desktop Computer Cases"
